Title,Title_link,Thumbnail,price,oldPrice,discount,product_flag,product_flag1,rating,number of reviews,description,specifiations,model number,category,Brand,affected_area_category,affected_area_subcategory,product_category,possible_skin_conditions,score
Macarizo Nourishing and Moisturizing Hair Serum with Honey 5x5 ml,https://www.noon.com/saudi-en/macarizo-nourishing-and-moisturizing-hair-serum-with-honey-5x5-ml/ZC9FD2BC831F43EE0A357Z/p/?o=zc9fd2bc831f43ee0a357z-1,https://f.nooncdn.com/p/pzsku/ZC9FD2BC831F43EE0A357Z/45/_/1704621180/a616a0f7-e370-409e-a95c-a574da906a08.jpg?format=jpg&amp;width=240,SAR 59,85,30% Off,,,5.0,1,,,,Hair & Scalp Treatments,MAKARIZO,['Hair & Scalp'],[],Treatment,"Dry scalp,Dandruff,Seborrheic dermatitis",2.8465735902799727
"Formen Darkenal Anti Greying Hair Serum, 2% Greyverse, Melanin Synthesis, Naturally Pigmented,Hair black,Thinning And Shiny, No Synthetic Colours 100Ml",https://www.noon.com/saudi-en/formen-darkenal-anti-greying-hair-serum-2-greyverse-melanin-synthesis-naturally-pigmented-hair-black-thinning-and-shiny-no-synthetic-colours-100ml/ZFD91CD73E3AD4527BDA8Z/p/?o=zfd91cd73e3ad4527bda8z-1,https://f.nooncdn.com/p/pzsku/ZFD91CD73E3AD4527BDA8Z/45/_/1697876110/23d243cf-8c38-4ee1-814a-3822dd5d283c.jpg?format=jpg&amp;width=240,SAR 59,99,40% Off,,,3.6,5,HighlightsEFFECTIVE ANTI-GREYING SERUM: Supercharged formula that breathes new life into the hair by reducing oxidative stress & stimulating melanin production. It restores the hair’s natural colour without any harmful chemicals or side effects.,,,Hair & Scalp Treatments,EELHOE,['Hair & Scalp'],[],Treatment,Hair loss,2.6958797346140275
Ketoconazole Shampoo 2% To Treat Dandruff And Insomnia 100 ml,https://www.noon.com/saudi-en/ketoconazole-shampoo-2-to-treat-dandruff-and-insomnia-100-ml/Z159AA74BBD675796B9C3Z/p/?o=z159aa74bbd675796b9c3z-1,https://f.nooncdn.com/p/pzsku/Z159AA74BBD675796B9C3Z/45/_/1678353412/d9c99909-5880-4882-a38d-6dda53276fa3.jpg?format=jpg&amp;width=240,SAR 29,,,,,4.6,12,HighlightsAn azole antifungal used to treat autoimmune Cushing's syndrome,SpecificationsProduct Weight100 gSize100 gramsDepartmentUnisexTarget Skin TypeAll Skin TypesTarget Hair TypeAll Hair TypesFormationLiquidHair ConcernColour ProtectionHair Treatment TypeVolume & TextureShelf Life2 yearModel Number6285147005260Model NameVavo Shampoo,Model Number : 6285147005260,Shampoos & Conditioners,Vavo,['Hair & Scalp'],[],Shampoo,"Dandruff,Seborrheic dermatitis",3.582474678730768
Kanechom baby combing cream 300 ml,https://www.noon.com/saudi-en/kanechom-baby-combing-cream-300-ml/Z0188227A018DB9173167Z/p/?o=z0188227a018db9173167z-1,https://f.nooncdn.com/p/pzsku/Z0188227A018DB9173167Z/45/_/1710199036/f040678f-7fb3-4cb5-99f6-61d026234b79.jpg?format=jpg&amp;width=240,SAR 55,58,5% Off,,,5.0,2,"HighlightsSpecially designed to make combing children's hair easier and less painfulContains moisturizers that enhance hair hydration and make it soft and shiny.Gentle design on scalp and hair, suitable for children's sensitive skinIt has a pleasant and refreshing scent that makes the bathing experience enjoyable for childrenIt protects hair from damage during combing operationsOverviewKanechom Leave-In Baby Combing Cream is a product designed to facilitate combing and moisturize children's hair. It contains a unique formula that combines the benefits of cleaning and moisturizing hair, which helps improve hair elasticity and makes combing easier.",SpecificationsSize300 mlDepartmentBaby UnisexShelf Life2 yearModel Number7893694003623,Model Number : 7893694003623,Hair & Scalp Treatments,Kanechom,['Hair & Scalp'],[],Treatment,Dry scalp,3.0493061443340546
Avogain 5 Percent Minoxidil Solution For Hair Loss 6 Packs 6 Months Multicolour 6None,https://www.noon.com/saudi-en/avogain-5-percent-minoxidil-solution-for-hair-loss-6-packs-6-months-multicolour-6none/N53394044A/p/?o=e18a2d62eb9329ef,https://f.nooncdn.com/p/v1679464947/N53394044A_1.jpg?format=jpg&amp;width=240,SAR 185,242,23% Off,,,,,"OverviewSFDA Approved, a topical solution that stimulates hair growth and prevents hair loss. Its formula provides an effective and safe way to treat hormonal baldness How to use: The hair and the alopecia area are dried before using Avogain solution. The dose of 1 ml is applied by pressing the sprayer in the direction of the area to be treated 8 to 10 times, then massaging and spreading the solution with the tips of the fingers. Leave to dry automatically. ""It should be used twice daily"" for four continuous months to notice the desired results. Caution & Warnings: For external use only Ingredients: Minoxidil 5%",SpecificationsColour NameMulticolourSize6 DepartmentUnisexModel NameAvogain,,Hair & Scalp Treatments,Avalon Pharma,['Hair & Scalp'],[],Treatment,Hair loss,4.0
Shampoo and conditioner for hair care treated with protein and creatine 2*300 ml,https://www.noon.com/saudi-en/shampoo-and-conditioner-for-hair-care-treated-with-protein-and-creatine-2-300-ml/Z1BA46AABC850F6A16DBEZ/p/?o=z1ba46aabc850f6a16dbez-1,https://f.nooncdn.com/p/pzsku/Z1BA46AABC850F6A16DBEZ/45/_/1702221400/45de218f-f8d1-4950-af2d-67dc63d2fff1.jpg?format=jpg&amp;width=240,SAR 110,170,35% Off,,,4.7,3,,,,Shampoos & Conditioners,SORALI,['Hair & Scalp'],[],Shampoo,"Dandruff,Dry scalp,Oily scalp,Scalp acne,Scalp psoriasis,Seborrheic dermatitis",3.0431471805599455
Hair Colouring Spray  color Black 135ml,https://www.noon.com/saudi-en/hair-colouring-spray-color-black-135ml/Z1DD16CB7E53934FAE710Z/p/?o=z1dd16cb7e53934fae710z-1,https://f.nooncdn.com/p/pzsku/Z1DD16CB7E53934FAE710Z/45/_/1680031944/a804c220-0955-4b08-94e3-a239f2f80788.jpg?format=jpg&amp;width=240,SAR 14,45,68% Off,,,5.0,3,"HighlightsEasy to Use: Easy and quick to use by spraying it on your hair.Temporary Hair Color Change: Perfect for trying new colors without a permanent commitment.Great Coverage: Covers your hair completely with a beautiful color even to the roots.Easy to Wash Out: Washes out easily with shampoo.Safe for Hair: Gentle formula on hair does not cause any damage.Dries Quickly: Dries quickly without leaving any residue on your hair.Refreshing: Gives your hair a refreshing feeling.Lightweight: Does not weigh your hair down.Pleasant Fragrance: It has a pleasant fragrance that refreshes your hair.OverviewPerfectly matches and blends with your hair colour, dries in 1 minuteary hair dye
Hair coloring spray Attractive and distinctive color
""Quick Color"" Spray Dye is a revolutionary temporary dye that changes your hair color easily and quickly. It features a unique lightweight formula that covers your hair with a beautiful color that lasts until washed out.
Water-Resistant Formula: Not affected by water or sweat, making it ideal for use in all conditions.
Contains Vitamin E: Nourishes your hair and keeps it healthy.
Suitable for All Hair Types: Can be used on all hair types, including curly and dry hair.
Manufactured in Certified Factories: It is manufactured in certified factories that guarantee high quality.",SpecificationsColour NameBlackSize135 mlDepartmentWomenTarget Hair TypeAll Hair TypesFormationAerosolSkin ConcernDark CirclesHair ConcernColour ProtectionHair Treatment TypeGloss & ShineShelf Life4 yearModel Number6921074909638,Model Number : 6921074909638,Hair Color,AMYTIS GARDEN,['Hair & Scalp'],[],Other,,3.1931471805599454
Neutralising Shampoo With Cortical Crème Relaxer 450ml,https://www.noon.com/saudi-en/neutralising-shampoo-with-cortical-cr-me-relaxer-450ml/N13629110A/p/?o=d478827ace7d492d,https://f.nooncdn.com/p/v1687791300/N13629110A_1.jpg?format=jpg&amp;width=240,SAR 25,,,,,4.0,94,"HighlightsWorks fast for silky—soft, super-fine hair & contains Vitamin E & Aloe Milk that help to soothe the scalp during the relaxing process.It keeps the scalp healthy and hair beautiful",SpecificationsSize450 mlDepartmentUnisexTarget Hair TypeAll Hair Types,,Shampoos & Conditioners,Sofn'free,['Hair & Scalp'],[],Shampoo,"Dry scalp,Scalp psoriasis",4.276938445800271
Argan Deluxe Shampoo300ML and Conditioner300ML with Moroccan Argan Oil,https://www.noon.com/saudi-en/argan-deluxe-shampoo300ml-and-conditioner300ml-with-moroccan-argan-oil/ZA39595EAB4D4FBB2CEDFZ/p/?o=za39595eab4d4fbb2cedfz-1,https://f.nooncdn.com/p/pzsku/ZA39595EAB4D4FBB2CEDFZ/45/_/1652985202/402e9957-9223-44d2-8176-29ce7ee936f4.jpg?format=jpg&amp;width=240,SAR 120,,,,,4.4,7,"OverviewMade with 100% pure Moroccan Argan Oil.
Provides optimal hydration that targets dry or damaged hair.
A powerful formula that helps provide shine and a healthy look to hair thanks to the abundance of Vitamin E, carotene and essential fatty acids. Rich in proteins, it helps soothe dry, irritated areas of the scalp.
Restore healthy shine, softness and shine with this vitamin E and B complex formula.
Your hair will be richly hydrated with a healthy, shiny salon look.",SpecificationsMaterialCombinationSize300 mlDepartmentUnisexTarget Skin TypeAll Skin TypesTarget Hair TypeAll Hair TypesUV ProtectionHigh SPFFormationBalmSkin ConcernUneven Skin ToneHair ConcernFrizzyHair Treatment TypeCurl EnhancersModel Number6291103669254Model Name6291103669254,Model Number : 6291103669254,Shampoos & Conditioners,argan de luxe,['Hair & Scalp'],[],Shampoo,"Dry scalp,Dandruff",3.2397207708399183
Pro-V Perfect Curls Shampoo 600ml,https://www.noon.com/saudi-en/pro-v-perfect-curls-shampoo-600ml/N11265588A/p/?o=f1d7a5c7cf33f14a,https://f.nooncdn.com/p/v1642597501/N11265588A_1.jpg?format=jpg&amp;width=240,SAR 22.55,32.75,31% Off,,,4.2,10,"HighlightsGently cleanses and leaves curly hair moisturized and healthier-looking 
Pantene Pro-V Perfect Curls shampoo 
Keeps curls and coils perfectly defined 
Helps protect hair against styling damage 
For curly and frizzy hair 
Suitable for everyday use 
Try using with Pantene's conditioners and hair treatmentsProtects hair from styling damage and breakageNourishes hair from root to tip and reduces hair-fall to give you more open hair daysReduces hair fall due to breakage and styling damageOverviewKeep your curls in shape with Pantene Pro-V Perfect Curls shampoo, designed to turn your frizzy hair into defined, bouncy curls. It gently cleanses your hair and keeps your curls and coils perfectly shaped, even when you air-dry. With nourishing Pro-V complex, it helps strengthen hair against styling damage and leaves it visibly healthier and easier to manage. For best results, try using with Pantene's conditioners and hair treatments.",SpecificationsSize600 mlDepartmentWomenTarget Hair TypeCurly HairFormationLiquidModel NamePerfect Curls,,Shampoos & Conditioners,Pantene,['Hair & Scalp'],[],Shampoo,,3.2989476363991854
Collage Creme Hair Colour 5/17 Blue Ash Light Brown 60ml,https://www.noon.com/saudi-en/collage-creme-hair-colour-5-17-blue-ash-light-brown-60ml/N20104709A/p/?o=f4ad9901a556e51c,https://f.nooncdn.com/p/v1605790252/N20104709A_1.jpg?format=jpg&amp;width=240,SAR 18.35,,,,,4.8,6,"HighlightsLow ammonia contents respects hair balance and keeps it looking healthy, shiny and luminousSoy protein protects the capillary fiber during the colouring processPositively charged conditioning polymers attach themselves to the colour penetrating the hair in-depthProtect hair from solar radiation",SpecificationsColour Name5/17 Blue Ash Light BrownSize60 mlDepartmentWomenTarget Hair TypeAll Hair TypesFormationCreamModel NameCollage,,Hair Color,LAKME,['Hair & Scalp'],[],Other,,3.3729550745276566
Hair Serum Keratin Professional Golden 125ml,https://www.noon.com/saudi-en/hair-serum-keratin-professional-golden-125ml/N50713656A/p/?o=e7a1b4f436f5066a,https://f.nooncdn.com/p/v1631345865/N50713656A_1.jpg?format=jpg&amp;width=240,SAR 27,,,,,4.9,16,"HighlightsBOUTIQUE ANTI-FRIZZ HAIR CRYSTAL SERUM keratin is an extra-strenght hair serum for coarse an frizzy hair. It is high-protency blend of silicones infused with Vitamin E which instantly transforms unruly frizz to super-shiny result. Reduces dryness, helps manage defiant hair to an extremely supple one, making it healthy looking and easy to style. Unique Argan infused serum treatment therapy rejuvenates dry hair damaged hair by environment hair styling heat products, so your hair is soft, moisturized and shiny.HOW TO USE:Use after shampooing hair with your favorite shampoo (towel dry). Drop an adequate amount of hair serum into palms and smooth through the hair, distributing evenly. Use ample amount depending on the length and texture of hair. DO NOT RINSE OUT.Warning:Avoid contact with eyes. If eye contact occurs rinse well with water. • Keep away from children. • Store in a cool dry place.",SpecificationsColour NameGoldenSize125 mlDepartmentUnisexWhat's In The BoxHair Serum Keratin ProfessionalTarget Hair TypeAll Hair TypesUV ProtectionLow SPFFormationOilModel Number6292626185931Model NameHAIR SERUM KERATIN PROFESSIONAL 125 ML,Model Number : 6292626185931,Hair & Scalp Treatments,BOUTIQUE,['Hair & Scalp'],[],Serum,"Dry scalp,Frizzy hair,Damaged hair",3.8666066720281083
Argan Oil For Hair and Body 150 ML,https://www.noon.com/saudi-en/argan-oil-for-hair-and-body-150-ml/ZB81DD8977F73193B02F0Z/p/?o=zb81dd8977f73193b02f0z-1,https://f.nooncdn.com/p/pzsku/ZB81DD8977F73193B02F0Z/45/_/1717066232/ab630b94-d107-479f-9af4-bc232e8c243f.jpg?format=jpg&amp;width=240,SAR 42,75,44% Off,,,3.4,5,"HighlightsDeep hydration: Provides skin and hair with deep hydration thanks to its natural moisturizing properties.Antioxidant: It contains Vitamin E, which helps fight free radicals and protect hair and skin from environmental damage.Nourishment and repair: Revitalizes damaged and dry hair, enhances skin elasticity and reduces the appearance of wrinkles.Softness and Shine: Makes hair softer and shinier, and gives the skin a silky feel.Free of harmful chemicals: such as silicones and parabens, making it suitable for all skin and hair types.NATURAL AND SAFE: Made from 100% natural ingredients, making it safe for daily use.Suitable for all hair and skin types: It can be used on curly, dry, oily hair and sensitive skin.OverviewNature Spell Argan Oil Hair & Body Treatment Oil 150ml is a luxurious product that has been carefully designed to nourish and moisturize the hair and skin. This oil is characterized by a natural formula rich in argan oil, known for its many nourishing benefits. Here is a detailed description of this product:
Product Description:
Capacity: 150 ml.
Main Ingredients: Pure Argan Oil.
Brand: Nature Spell.
Benefits of Argan Oil:
Deep hydration: Provides skin and hair with deep hydration thanks to its natural moisturizing properties.
Antioxidant: It contains Vitamin E, which helps fight free radicals and protect hair and skin from environmental damage.
Nourishment and repair: Revitalizes damaged and dry hair, enhances skin elasticity and reduces the appearance of wrinkles.
Softness and Shine: Makes hair softer and shinier, and gives the skin a silky feel.
How to use:
For hair: Can be used as a pre-shampoo treatment, as a post-wash styling oil, or as a nighttime treatment for deep nourishment.
For skin: Gently massage into skin until completely absorbed. Can be used on dry skin or as a massage oil.
Its features:
Free of harmful chemicals: such as silicones and parabens, making it suitable for all skin and hair types.
NATURAL AND SAFE: Made from 100% natural ingredients, making it safe for daily use.
Suitable for all hair and skin types: It can be used on curly, dry, oily hair and sensitive skin.
User experience:
Using this oil regularly enhances the health of hair and skin, improves their overall appearance, and leaves them soft and moisturized. Suitable for daily use and for the whole family, making it a valuable addition to any beauty routine.

In short, Nature Spell Argan Oil Hair & Body Treatment Oil is a multi-use product that provides superior nourishment and hydration to the hair and skin, and is an ideal choice for those looking for natural and luxurious care.",SpecificationsSize150 mlDepartmentUnisexTarget Skin TypeAll Skin TypesTarget Hair TypeAll Hair TypesSkin ConcernDull SkinHair ConcernDry & DamagedHair Treatment TypeGloss & ShineModel Number5055757870548,Model Number : 5055757870548,Hair & Scalp Treatments,,"['Hair & Scalp', 'Body']",[],Oil,"Dry scalp,Dry skin,Eczema,Psoriasis,Stretch marks",2.5958797346140274
Keratin And Protein Treatment White 195ml,https://www.noon.com/saudi-en/keratin-and-protein-treatment-white-195ml/N42931475A/p/?o=a4202b2c30e0a00d,https://f.nooncdn.com/p/v1607522647/N42931475A_2.jpg?format=jpg&amp;width=240,SAR 204.80,226,9% Off,,,4.2,51,"HighlightsA great treatment controls and perfectly defines all hair types at homeA gentle formula assures a result up to 3 monthsA complete and easy-to-use solution, with a professional technology that gives you progressive smoothnessA natural ingredient that eliminates frizz and ensures and infusion of nourishment, making your hair softer, glossier, and easier to manage",SpecificationsColour NameWhiteSize195 mlDepartmentUnisexTarget Skin TypeDryTarget Hair TypeAll Hair TypesUV ProtectionMedium SPFFormationCreamModel NumberPf012937/V01Model NamePf012937/V01,Model Number : Pf012937/V01,Hair & Scalp Treatments,IL SALONE,['Hair & Scalp'],[],Treatment,,4.075621859290714
Serie Expert Blondifier Conditioner For Highlighted Or Blond Hair 200ml,https://www.noon.com/saudi-en/serie-expert-blondifier-conditioner-for-highlighted-or-blond-hair-200ml/N51035080A/p/?o=a250fed5557480af,https://f.nooncdn.com/p/pnsku/N51035080A/45/_/1696336175/c8203eda-f67d-4036-9f01-2102214648ca.jpg?format=jpg&amp;width=240,SAR 117.30,145,19% Off,,,4.7,7,"HighlightsFor resurfaced and illuminated highlights or blond hairLeaves hair soft, shiny and easy to detangle from lengths to endEnhance the radiance of blonde hair6x Shinier hair Instrumental test after application of Gloss shampoo + conditioner/maskOverviewTreat your blonde hair with the Blondifier resurfacing and illuminating system conditioner. With a PROFESSIONAL FORMULA enriched with Açai berry extract containing polyphenols, this lightweight conditioner helps enhance the multidimentional radiance of blonde hair. Hair is instantly shiny, soft and easy to detangle from lengths to ends.",SpecificationsSize200 mlDepartmentUnisexTarget Hair TypeColoured/Dyed HairModel Number3474636976010Model Name3474636976010,Model Number : 3474636976010,Shampoos & Conditioners,L'Oréal Professionnel,['Hair & Scalp'],[],Conditioner,,3.3897207708399177
"majmueat shambu wabalsam waksir lilshier lilrijal min watirmanz, majmueat mikyaj",https://www.noon.com/saudi-en/majmueat-shambu-wabalsam-waksir-lilshier-lilrijal-min-watirmanz-majmueat-mikyaj/Z48627612133CF941A726Z/p/?o=z48627612133cf941a726z-1,https://f.nooncdn.com/p/pzsku/Z48627612133CF941A726Z/45/_/1694337672/8d637ec6-c4d2-4c81-9898-4b92a74c9196.jpg?format=jpg&amp;width=240,SAR 220,,,,,3.3,4,,,,Shampoos & Conditioners,Watermans,['Hair & Scalp'],[],Conditioner,,2.45471895621705
Energy Crystal Hair Serum for Split Ends 60 ml,https://www.noon.com/saudi-en/energy-crystal-hair-serum-for-split-ends-60-ml/Z19229241DADA421BA596Z/p/?o=z19229241dada421ba596z-1,https://f.nooncdn.com/p/pzsku/Z19229241DADA421BA596Z/45/_/1715545444/6237a389-8bea-4258-a78d-82371dab171d.jpg?format=jpg&amp;width=240,SAR 29.50,,,,,5.0,1,,,,Hair & Scalp Treatments,Energy,['Hair & Scalp'],[],Treatment,"Dry scalp,Hair loss",2.8465735902799727
"Italus set for straight hair for intense hydration and hair protection, includes shampoo and conditioner",https://www.noon.com/saudi-en/italus-set-for-straight-hair-for-intense-hydration-and-hair-protection-includes-shampoo-and-conditioner/Z1559C808DF21FCC3A8D0Z/p/?o=z1559c808df21fcc3a8d0z-1,https://f.nooncdn.com/p/pzsku/Z1559C808DF21FCC3A8D0Z/45/_/1686126551/3fde4ebe-6c48-41b6-94e3-4b67a5ef9992.jpg?format=jpg&amp;width=240,SAR 105,156.50,32% Off,,,,,"HighlightsChemical-free formula - Shampoo and conditioner free from sulfates and parabens for gentle and safe care.Intense hydration - Contains hyaluronic acid for long-lasting moisture and protection against hair dryness.Hair nourishment - Kakaya and olive oils deeply nourish the hair, enhancing its health and shine.Softness and silkiness - Maintains the hair's softness and silky texture, making it easier to comb and style.Damage protection - Enhances protection against external damage factors, reducing hair breakage and split ends.OverviewItalus Street Set
Contains (Shampoo 300 ml - Conditioner 300 ml)
The products are free of sulfates and parabens
Discover the magic of exceptional hair care with the Italus Street set, which includes shampoo and conditioner specially designed to meet the needs of both treated and natural hair. This set is completely free of sulfates and parabens, making it the perfect choice for those looking for gentle and effective care.

Both the shampoo and conditioner contain natural ingredients such as kakaya oil and olive oil, as well as hyaluronic acid, which provides deep hydration for the hair. This unique formula works to gently clean your hair while nourishing and improving its texture, making it soft, shiny, and protected from damage and dryness.

Regular use of the Italus Street set ensures the maintenance of hair health and beauty, and enhances its smoothness and flexibility while providing protection from frizz and strengthening its ends. Whether your hair is protein-treated or you are simply looking for a solution to maintain healthy hair, this set will meet all your needs.
How to use:
1- Apply the shampoo to wet hair, massage gently and leave for a few minutes, then rinse. Repeat the process for better results.
2- Apply the conditioner starting from the roots to the ends. Spread the product throughout the hair. Leave it for five minutes and then wash it off completely.
The products are free of sulfates and parabens.",SpecificationsProduct Weight750 gDepartmentUnisexTarget Hair TypeAll Hair TypesFormationLiquidHair Treatment TypeSmoothing,,Shampoos & Conditioners,Italus,['Hair & Scalp'],[],Shampoo,,4.0
Alta Moda Creative Crazy Colors Dark Violet 120g,https://www.noon.com/saudi-en/alta-moda-creative-crazy-colors-dark-violet-120g/Z6216147D2315DEEE805FZ/p/?o=z6216147d2315deee805fz-1,https://f.nooncdn.com/p/pzsku/Z6216147D2315DEEE805FZ/45/_/1661424179/dc871785-ebaf-4c02-8db6-049de908bc64.jpg?format=jpg&amp;width=240,SAR 34.95,79,55% Off,,,3.6,14,HighlightsCreative Crazy Colors Italian Professional Technology. Ammonia-free / Peroxide-free.Coloring with state-of-the-art direct pigments to color and style hairAnyone who likes to dare can play in the trend of pastel or vibrant colors.,SpecificationsColour NameDark VioletSize120 gramsDepartmentWomenTarget Hair TypeAll Hair TypesFormationLiquidShelf Life2 yearModel Number7898468516279Model NameDark Violet,Model Number : 7898468516279,Hair Color,ALFAPARF MILANO,['Hair & Scalp'],[],Other,Hair loss,3.154025100551105
Avocado Hydrating Hair Masque 340grams,https://www.noon.com/saudi-en/avocado-hydrating-hair-masque-340grams/N53378854A/p/?o=c33f3436846992cb,https://f.nooncdn.com/p/v1674297359/N53378854A_1.jpg?format=jpg&amp;width=240,SAR 35.50,50,28% Off,,,5.0,4,"HighlightsAvocado & baobab oils penetrate strands to help hair retain moisture.Deep conditioning masque strengthens strands and fights breakage.Intense treatment restores over-processed, damaged hair.Formulated for all hair types and textures.OverviewCantu’s Avocado Hydrating Hair Masque penetrates deeply into the hair shaft for an intense treatment that restores over-processed, damaged hair. Formulated with a moisturizing blend of avocado oil, baobab oil, shea butter, pure honey, and vitamins E & B, this deep conditioning masque fortifies the strands to fight premature breakage and helps hair retain the moisture it needs to thrive.",SpecificationsSize340 gramsDepartmentUnisexTarget Hair TypeAll Hair TypesFormationCreamModel Number810006942446Model Name810006942446,Model Number : 810006942446,Hair & Scalp Treatments,Cantu,['Hair & Scalp'],[],Mask,"Dry scalp,Hair loss",3.3047189562170503
Oil Bath With Garlic Extract 1000 Ml,https://www.noon.com/saudi-en/oil-bath-with-garlic-extract-1000-ml/ZEBED2B6573DBDCF4634BZ/p/?o=zebed2b6573dbdcf4634bz-1,https://f.nooncdn.com/p/pzsku/ZEBED2B6573DBDCF4634BZ/45/_/1699545922/73073405-43e8-440a-bf5d-e425d2798ace.jpg?format=jpg&amp;width=240,SAR 39.50,,,,,,,,SpecificationsDepartmentUnisexTarget Hair TypeAll Hair Types,,Hair & Scalp Treatments,MY BERRY,['Hair & Scalp'],[],Oil,"Dandruff,Dry scalp,Seborrheic dermatitis",4.0
Hair Success Gro Treatment 100grams,https://www.noon.com/saudi-en/hair-success-gro-treatment-100grams/N11920960A/p/?o=f49ead968cc1e4ef,https://f.nooncdn.com/p/v1604677048/N11920960A_1.jpg?format=jpg&amp;width=240,SAR 40,,,,,4.5,24,"HighlightsWater-resistant emulsion formula combines Vitamin E, olive oil and soy proteinCoats and protects the hair shaft allowing hair to grow longerConditions and moisturizes dry scalpHair is protected from humidity and other harsh environmental factors",SpecificationsSize100 gramsDepartmentUnisexTarget Hair TypeAll Hair TypesFormationCreamHair ConcernDry & DamagedModel NameHair Success,,Hair & Scalp Treatments,PALMER'S,['Hair & Scalp'],[],Treatment,"Dry scalp,Hair loss",3.8594379124341005
"Loreal Paris Casting Creme Gloss Hair Colour, 300 Dark Brown 180ml",https://www.noon.com/saudi-en/loreal-paris-casting-creme-gloss-hair-colour-300-dark-brown-180ml/N11266034A/p/?o=b2c5b7b194cb7c1b,https://f.nooncdn.com/p/v1673277984/N11266034A_1.jpg?format=jpg&amp;width=240,SAR 57.05,,,,,4.5,70,"HighlightsRich, glossy shineColour lasts up to 28 shampoosEnriched with natural ingredients for extra nourishment: coconut oil, goji extract, hazelnut, and honeyIntense nourishment with up to 70% grey coverageThis product is ammonia-freeMoisturising, caring conditioner enriched with royal jellyGives natural looking colour with visible shimmering tones and a glossy shineUnique combination of revitalizing ingredients that nourishes your hair making it soft, silkyLeaves each strand feeling smoother and cared forPerfect for covering your first grey hairsEnriched with natural ingredients for extra nourishment: coconut oil, goji extract, hazelnut, and honeyOverviewAbout the product:L'Oreal Paris Casting Crème Gloss 300 Dark Brown.About the brand:L’Oréal Paris is more than a beauty brand, it’s a brand that empowers women to recognize their true self-worth. Thanks to 110 years of scientific research and innovation, L’Oréal Paris presents a complete range of highly advanced beauty products with clinically-proven efficacy and safety.How to use:1. Pour the colouring cream entirely into the developer  and mix well.2. Apply the mix to your roots then applying the remaining throughout your lengths and wait for 20 minutes.3. Rinse your hair then apply the nourishing mask.",SpecificationsColour Name300 Dark BrownSize180 mlDepartmentWomenWhat's In The BoxCasting Crème Gloss 300 Dark BrownTarget Hair TypeAll Hair TypesFormationCreamModel Number‎3600521230244Model NameCasting Creme Gloss,Model Number : ‎3600521230244,Hair Color,,['Hair & Scalp'],[],Other,Hair loss,4.381339938520657
Intensive Nourishment Hammam Zaith Hot Oil Treatment Infused With Honey And Egg For Deep Hydration And Moisturization 1kg,https://www.noon.com/saudi-en/intensive-nourishment-hammam-zaith-hot-oil-treatment-infused-with-honey-and-egg-for-deep-hydration-and-moisturization-1kg/N13346243A/p/?o=b2851f568a9367da,https://f.nooncdn.com/p/pnsku/N13346243A/45/_/1700242329/40d1441f-c20f-4683-bc5f-7570799f5445.jpg?format=jpg&amp;width=240,SAR 48,,,,,4.7,22,"HighlightsINTENSIVE NOURISHMENT: Egg contains Biotin which accelerates hair growth and helps to maintain excellent scalp health. Honey coats and conditions your hair from root to tip. Castor propagates natural hair growth while Marrow penetrates the hair shafts to revitalize hairA SPA DAY: Vatika Naturals Hot oil treatment acts like a spa treatment for your tresses, helping to deeply condition your hair and prevent dry, brittle hair with split endsUNDO 5 DAYS OF DAMAGE: Revitalize and renew your precious locks with the goodness of honey and egg extracts. Great for dry and dull hair, use Vatika Naturals Hammam Zaith once a week every week for visible long-lasting resultsBENEFITS: It also helps soothe your scalp and senses while moisturizing and conditioning hair from roots to ends helping to restore shine, strength and silky softnessDIRECTIONS FOR USE: 1. After shampooing, apply Vatika Naturals Hammam Zaith to your Hair. Gently massage from root to tips. 2. Keep it for 15 minutes. You can heat it using a steamer or hair dryer. 3. Rinse off hair with waterOverviewVatika Naturals Hot Oil Treatment with Egg and Honey, commonly known as the Hammam Zaith strengthens and nourishes your hair with its richness in vitamin E and antioxidants. It energizes your hair along with the nourishing Vatika Oils which help control hair fall. The egg, honey, castor, and marrow for hair growth in men and women give intense nourishment to your hair and prevent any breakage, repairing them from dryness and damage to soft, shiny, and full of volume. The hair mask is specially made for damaged hair, split ends, or Limp hair. The Microfiber Turban minimizes frizz, breakage, and split ends. Check out our entire range and find the best fit for you.",SpecificationsSize1 kgDepartmentUnisexTarget Hair TypeAll Hair TypesHair ConcernSplit EndsModel NumberVatika NaturalsModel NameVatika Naturals,Model Number : Vatika Naturals,Hair & Scalp Treatments,Vatika Naturals,['Hair & Scalp'],[],Treatment,"Dry scalp,Hair loss",3.917747107964575
Jamaican Castor Oil Shampoo Strengthen And Restore Damaged Hair Black,https://www.noon.com/saudi-en/jamaican-castor-oil-shampoo-strengthen-and-restore-damaged-hair-black/N33894031A/p/?o=c43ce627cc60f46a,https://f.nooncdn.com/p/v1638784495/N33894031A_1.jpg?format=jpg&amp;width=240,SAR 40,86,53% Off,,,4.0,28,,SpecificationsColour NameBlackSize13 DepartmentUnisexModel NumberU-HC-12174Model NameU-HC-12174,Model Number : U-HC-12174,Shampoos & Conditioners,SheaMoisture,['Hair & Scalp'],[],Shampoo,"Dandruff,Dry scalp,Hair loss,Scalp psoriasis,Seborrheic dermatitis",3.6836479149932373
